ClientID,Surname,Firstname,FICOScore,Subsidiary,Gender,Age,Balance,Products,BankCC,Active,RegDeposits,LifeInsur,PlatStatus,Terminated
61BOS20190MA82920358665342N,Micha,Alec,562,Boston,Male,44,64969,2,0,1,4956,0,0,1
61BOS20060TM47545525239960N,Tourtillott,Maryann,484,Boston,Female,36,-238,2,1,1,18,1,0,0
61BOS20180DM1773916975929N,Dao,Marlon,819,Boston,Male,50,82285,1,1,1,1533,0,0,1
61BOS20170KC72022874431712N,Kapiloff,Corey,726,Boston,Male,43,100564,4,1,1,10069,0,0,1
61BOS20150BM94530282388575N,Beresnyak,Marianne,575,Boston,Female,35,22,2,1,1,824,1,0,0
91CHL20140LA23792347329084P,Lamblin,Arlie,596,Chapel Hill,Male,26,138092,2,1,0,9226,0,1,0
91CHL20100EM99373493461362P,Eby,Mitchell,738,Chapel Hill,Male,37,429,3,1,0,15743,1,1,0
40ATL20170MS73711052515148N,Marrero,Shayla,579,Atlanta,Female,37,28349,2,0,0,4669,1,0,0
91CHL20100DT82716861301443P,Desorbo,Tad,417,Chapel Hill,Male,50,1054,2,1,0,6700,1,1,0
91CHL20150RB97918334701306N,Ratajczak,Brande,690,Chapel Hill,Female,60,0,1,1,0,4864,0,0,0
61BOS20180UG69403943157917P,Urbine,Gary,569,Boston,Male,45,271,2,1,1,7642,0,1,0
61BOS20090MA24543659383398N,Mcgaw,August,590,Boston,Male,24,101714,1,1,0,4397,0,0,0
61BOS20130MC9510482883478N,Mcgillis,Colin,475,Boston,Male,37,-751,2,0,1,18308,1,0,0
61BOS20180HC45933038198990P,Hovis,Claude,685,Boston,Male,31,0,2,1,1,15490,0,1,0
40ATL20120LC83186915391080N,Leon,Cordell,709,Atlanta,Male,58,122898,1,1,1,12942,0,0,1
40ATL20120BK13541513675240P,Bruscato,Khalilah,534,Atlanta,Female,41,128857,2,1,0,3925,1,1,0
61BOS20130BM96784906095152N,Belt,Matthew,505,Boston,Male,32,146097,1,1,0,14850,0,0,0
91CHL20090YC76341730586045P,Yumas,Caprice,649,Chapel Hill,Female,39,1178,2,1,1,10362,1,1,0
61BOS20120GP87391946216683P,Gatlin,Pete,452,Boston,Male,20,-135,3,1,0,3546,0,1,0
61BOS20140KM26544411444653N,Kothe,Madelene,703,Boston,Female,30,96487,2,0,1,13577,1,0,0
91CHL20080FG38479959852203N,Fensel,Garrett,662,Chapel Hill,Male,26,0,1,1,0,8905,0,0,0
61BOS20170BS85266442524451N,Batman,Sharilyn,670,Boston,Female,28,897,2,1,0,1887,0,0,0
61BOS20190IC54597816713581N,Isiordia,Cordell,786,Boston,Male,49,0,1,1,0,14304,0,0,1
61BOS20160MR97264625706347N,Mellas,Ruben,740,Boston,Male,46,76668,1,1,0,9237,0,0,1
61BOS20080AD73871704459625N,Almquist,Delisa,754,Boston,Female,32,60576,1,1,0,2090,0,0,0
61BOS20130WR35440609913932N,Waisner,Regine,559,Boston,Female,26,128833,1,1,0,18751,0,0,0
61BOS20120YW5515111209357N,Yanes,Woodrow,736,Boston,Male,31,152042,1,1,1,3772,0,0,0
61BOS20170AL65035222731673N,Avellaneda,Lindsey,635,Boston,Female,24,-426,2,0,0,8269,0,0,0
61BOS20110PC76722229667525N,Peasant,Colby,369,Boston,Male,40,160675,1,1,0,1098,0,0,0
61BOS20100KT80621821855697N,Khairallah,Thomasina,442,Boston,Female,41,100338,1,0,1,11350,0,0,0
91CHL20170LC50321187143303N,Lobue,Clayton,650,Chapel Hill,Male,63,108698,1,1,1,3567,0,0,0
40ATL20180HM92111304532488N,Humpries,Marine,568,Atlanta,Female,36,26902,2,0,0,4678,0,0,0
61BOS20160NG89340664178631N,Neonakis,Gay,600,Boston,Female,39,152081,1,1,1,8270,0,0,0
40ATL20150BW4629198195615P,Benevento,Winford,638,Atlanta,Male,44,109108,2,1,1,15401,1,1,0
40ATL20130MG26046120220402N,Mccandless,Gabriel,675,Atlanta,Male,26,84255,1,0,0,16902,0,0,1
61BOS20190RV60833369094108N,Rorrer,Vivienne,792,Boston,Female,32,146304,1,0,0,16755,0,0,0
40ATL20150BC18779760278375P,Baerga,Clint,631,Atlanta,Male,47,80740,2,1,0,14487,1,1,0
91CHL20160WC47615494765029N,Wuitschick,Codi,559,Chapel Hill,Female,28,833,2,0,0,11015,0,0,0
40ATL20130BZ85598416593875N,Brownle,Zackary,633,Atlanta,Male,49,83446,1,1,1,7473,0,0,1
61BOS20140GD66359230742653P,Grudt,Domitila,758,Boston,Female,32,138941,2,1,0,8416,1,1,0
40ATL20080CM61183132338046N,Casarez,Margarito,428,Atlanta,Male,47,134999,2,0,0,15486,1,0,0
40ATL20150RJ47514131192608N,Rowcliffe,Josh,418,Atlanta,Male,33,120142,1,0,0,13527,0,0,0
40ATL20130HC27141509411558N,Humberson,Cliff,486,Atlanta,Male,23,64227,1,1,1,9678,0,0,0
91CHL20160TR67815231668015N,Talentino,Reed,758,Chapel Hill,Male,44,0,2,0,1,7386,1,0,0
40ATL20170DR10590059386206N,Doxbeck,Russ,611,Atlanta,Male,50,93968,1,1,1,3929,0,0,1
40ATL20190RC92063396280440N,Reven,Cristi,622,Atlanta,Female,24,108538,1,1,1,17375,0,0,1
61BOS20120HS30483695250231N,Harbin,Shemika,584,Boston,Female,40,-1193,2,0,0,11406,1,0,0
61BOS20120CT17181288620373P,Curameng,Tracey,598,Boston,Male,41,1062,2,1,0,17324,1,1,0
91CHL20130LM56303178313847N,Leverett,Mauro,656,Chapel Hill,Male,38,83269,1,1,0,16363,0,0,0
61BOS20140SE27723819144431N,Stolcals,Evia,652,Boston,Female,41,2054,3,0,1,10427,0,0,1
61BOS20080DH81616752119563P,Dunahoo,Harrison,672,Boston,Male,34,0,2,1,1,18705,1,1,0
91CHL20160NJ26553915415684N,Nylin,John,515,Chapel Hill,Male,40,118501,1,1,0,14188,0,0,0
61BOS20120MC64658702941987N,Matuska,Clair,669,Boston,Male,62,0,4,1,1,1280,0,0,1
61BOS20110HB61539583874473N,Holzwart,Bradford,621,Boston,Male,40,58010,2,0,0,9318,1,0,0
61BOS20140EJ43413448222459N,Erpelding,Jalisa,586,Boston,Female,45,871,1,1,0,1277,0,0,1
40ATL20170MT98678088942432N,Moder,Thad,778,Atlanta,Male,30,75487,2,0,1,4612,1,0,0
40ATL20160GA95679227975146N,Gotch,Alphonse,601,Atlanta,Male,60,175627,1,1,1,3028,0,0,0
40ATL20170MR20330037294670N,Mancuso,Randy,545,Atlanta,Female,29,154961,1,1,0,16038,0,0,0
61BOS20150CD27662495598206N,Creekbaum,Deane,563,Boston,Female,34,1244,1,0,0,3389,0,0,0
91CHL20160OM32029006604468N,Oesterreich,Merlin,686,Chapel Hill,Male,33,250,1,1,1,1474,0,0,0
91CHL20100PB36992408054011N,Pleasent,Brendan,697,Chapel Hill,Male,24,1881,2,1,0,386,0,0,0
91CHL20110NA24516201118043N,Niewieroski,Arlene,802,Chapel Hill,Female,62,134888,1,1,0,2956,0,0,1
61BOS20080BM11635232428541N,Benken,Marty,631,Boston,Male,32,190209,1,1,0,15455,0,0,0
61BOS20120KJ76340541877895P,Kelzer,Jim,747,Boston,Male,37,0,2,1,1,6472,1,1,0
91CHL20100WT17143962899102N,Walner,Tonja,638,Chapel Hill,Female,23,111914,1,1,1,2121,0,0,0
40ATL20170LD40252212167080N,Lasala,Denny,783,Atlanta,Male,63,95854,4,0,0,13606,0,0,1
61BOS20120LD90131844391151N,Laher,Duane,627,Boston,Male,64,82504,3,1,0,10161,0,0,1
61BOS20180GL16953125724505P,Glanz,Lesli,776,Boston,Female,39,530,2,1,1,4368,0,1,0
40ATL20160KE78353631084006N,Kawahara,Eloisa,726,Atlanta,Female,44,100663,2,0,0,1802,1,0,0
61BOS20170DT33328937174306N,Delos,Tristan,613,Boston,Male,33,129701,2,0,1,15414,1,0,0
91CHL20170GA32687899520655P,Gregan,Anton,577,Chapel Hill,Male,29,-495,2,1,0,11246,0,1,0
40ATL20170BH56298060573689N,Bertsche,Hermelinda,911,Atlanta,Female,46,132354,1,0,1,18150,0,0,1
61BOS20120BF42160281351016N,Burows,Fredrick,397,Boston,Male,31,91511,1,1,1,4094,0,0,0
61BOS20130DS99788976750099N,Dandridge,Simon,580,Boston,Male,47,85170,1,0,1,6376,0,0,1
40ATL20190EM56643761794806N,Etchison,Mariano,619,Atlanta,Male,43,81752,1,1,1,1824,0,0,1
40ATL20130HW18142329283205P,Hendrikson,Wally,643,Atlanta,Male,34,92421,3,1,0,5007,1,1,0
61BOS20120DE87843673510420N,Derito,Evan,618,Boston,Male,37,839,1,0,0,2141,0,0,0
61BOS20140EC2612888965913N,Egizi,Candelaria,598,Boston,Female,56,1518,1,0,0,16493,0,0,1
91CHL20110MS14494850346682N,Majeske,Suzie,663,Chapel Hill,Female,29,0,2,0,0,7404,0,0,0
91CHL20180SD7273837988175N,Swinton,Dudley,643,Chapel Hill,Male,26,108683,1,0,1,7185,0,0,0
61BOS20130TD71407824938976N,Tabak,Dudley,638,Boston,Male,40,199,1,1,1,6182,0,0,0
61BOS20090DD98218666486436N,Dery,Dirk,723,Boston,Male,30,0,1,1,1,2952,0,0,0
91CHL20130MO6332785039576N,Merganthaler,Ok,717,Chapel Hill,Female,22,104947,2,0,0,15978,0,0,1
61BOS20090MR84750155361608N,Madril,Rick,649,Boston,Male,39,-186,1,1,1,13749,0,0,0
91CHL20140MT83703916375462N,Marsaw,Timothy,516,Chapel Hill,Male,36,-980,1,1,1,3036,0,0,0
91CHL20160LS65609224196086N,Lipinsky,Shirleen,555,Chapel Hill,Female,52,85698,1,1,1,7131,0,0,0
91CHL20160SE77090603238892P,Shermer,Echo,795,Chapel Hill,Female,27,0,2,1,1,18645,0,1,0
40ATL20150HA22957161831083N,Hayball,Ashley,638,Atlanta,Male,23,93027,1,0,1,16995,0,0,0
91CHL20150TE46849594654849N,Turchetta,Everette,550,Chapel Hill,Male,21,193366,1,1,0,9743,0,0,0
91CHL20160TJ22534948433494P,Taurino,Jami,568,Chapel Hill,Female,60,-214,2,1,1,16137,1,1,0
40ATL20180BB50413200850364N,Breihan,Basil,564,Atlanta,Male,29,110163,1,0,1,665,0,0,0
61BOS20120SK10262607860713N,Saltourides,Kimberly,580,Boston,Female,43,112593,1,0,1,1177,0,0,1
61BOS20090LA53386278361176N,Lavezzo,Antony,595,Boston,Male,39,1168,2,1,0,1694,1,0,0
40ATL20160CA64650218635850N,Calvello,Amado,629,Atlanta,Male,48,135384,3,1,0,3417,0,0,1
61BOS20160KC59451987125090N,Kumlander,Chong,516,Boston,Male,23,107752,1,1,0,9402,0,0,0
61BOS20160TE55148413341126N,Trytten,Edmond,768,Boston,Male,56,91972,1,0,0,18003,0,0,1
61BOS20090OF59840262567529N,Ordal,Fatimah,610,Boston,Female,32,-59,2,0,1,8773,1,0,0
61BOS20100NB4333832183602N,Nanni,Barrett,796,Boston,Male,27,843,1,1,0,16189,0,0,0
61BOS20140AA23043822416106P,Aguiniga,Antone,589,Boston,Male,32,-455,2,1,0,8772,1,1,0
91CHL20110AR97327358084091N,Atteberry,Rosaura,637,Chapel Hill,Female,26,102729,1,1,0,3995,0,0,0
91CHL20180SE18992331487263N,Sedita,Eusebio,514,Chapel Hill,Male,26,132938,1,0,0,4294,0,0,0
40ATL20110RM45196654508451N,Rosko,Marlyn,522,Atlanta,Female,34,113215,1,1,0,12432,0,0,0
61BOS20140HF4520713418201P,Hunsinger,Fiona,568,Boston,Female,32,-1637,2,1,0,5570,1,1,0
91CHL20140PE21742756256515P,Puffinberger,Emmett,665,Chapel Hill,Male,33,0,2,1,1,3541,1,1,0
61BOS20190DL78631275049069P,Doronio,Leanna,543,Boston,Female,37,105246,2,1,0,4208,0,1,0
61BOS20090SS18440250373765N,Straugh,Sommer,598,Boston,Female,43,108814,1,1,0,4795,0,0,0
91CHL20080SK76786134470025P,Seymoure,Karl,745,Chapel Hill,Male,40,746,2,1,0,13514,1,1,0
40ATL20160MA55322326629554N,Marrazzo,Abdul,559,Atlanta,Male,45,95430,1,1,0,2679,0,0,1
61BOS20100RL85917946820671P,Rosewell,Lin,584,Boston,Female,62,535,2,1,1,5756,1,1,0
40ATL20150HW65028975729970N,Hamalak,Willis,631,Atlanta,Male,48,96840,4,1,1,15800,0,0,1
40ATL20190MM65804302595148N,Mcclenny,Mary,701,Atlanta,Male,50,79191,1,1,0,15855,0,0,1
61BOS20150PC56044272042238N,Pellowski,Constance,812,Boston,Female,25,63905,2,0,0,16891,0,0,0
61BOS20140EP36823590920709N,Elvsaas,Pat,758,Boston,Female,43,146394,1,1,0,9692,0,0,0
61BOS20120HI97879663996639N,Harrigill,Isobel,590,Boston,Female,42,1562,2,0,0,15741,1,0,0
61BOS20130VM62523132322940N,Villaluz,Marietta,595,Boston,Female,39,662,1,1,1,15240,0,0,0
61BOS20170SM75298469369796N,Spanski,Micki,642,Boston,Female,31,153608,1,1,1,4899,0,0,0
61BOS20190LL91089146496370N,Landwehr,Loren,794,Boston,Male,50,80781,1,0,0,16884,0,0,1
91CHL20170DT24691968748337N,Denholm,Titus,761,Chapel Hill,Male,38,58658,1,1,0,815,0,0,1
61BOS20090SG28134979611053N,Scarfi,Gerald,739,Boston,Male,27,0,1,1,0,8245,0,0,0
61BOS20130BF86001023074555P,Baxley,Fidel,557,Boston,Male,68,84532,2,1,1,13791,1,1,0
61BOS20140HT54644147807710N,Hurlston,Toby,555,Boston,Male,42,23,1,1,1,15047,0,0,0
91CHL20090RR95277997064533P,Ramthun,Rodolfo,537,Chapel Hill,Male,32,948,2,1,0,13342,1,1,0
61BOS20150BV6416402083161P,Bline,Virgil,737,Boston,Male,32,124175,2,1,1,17492,1,1,0
61BOS20080PE26725757199721P,Prestidge,Edison,588,Boston,Male,40,-77,2,1,1,7391,1,1,0
40ATL20190BH80414460986327N,Bessent,Hsiu,751,Atlanta,Female,47,161385,2,1,1,9368,0,0,1
61BOS20070JL35874363140502N,Johnshoy,Leonel,717,Boston,Male,40,97559,1,1,0,6610,0,0,0
61BOS20160FN92097178583434N,Ferebee,Normand,609,Boston,Male,36,123930,1,1,0,9179,0,0,0
40ATL20110SR47601378516656N,Sivills,Romana,731,Atlanta,Female,40,81020,1,1,0,16663,0,0,0
91CHL20090LL43228863755545N,Lehnen,Luciano,526,Chapel Hill,Male,62,130734,1,1,1,8914,0,0,0
40ATL20150KF83706010811409N,Kakimoto,Fabian,735,Atlanta,Male,42,109439,1,1,1,8528,0,0,1
40ATL20120GR37348188575274N,Gummersheimer,Romona,740,Atlanta,Female,53,74051,1,0,0,6605,0,0,1
91CHL20120BD68500627855682N,Beljan,Dorothea,721,Chapel Hill,Female,45,46958,1,0,1,16766,0,0,0
61BOS20100HL28305688729532N,Huizinga,Lacy,370,Boston,Male,35,253,2,0,0,618,1,0,0
91CHL20100SS19038674982890N,Smits,Seth,666,Chapel Hill,Male,48,130727,1,1,1,16337,0,0,0
91CHL20130SA70543959104877P,Salviejo,Armanda,557,Chapel Hill,Female,40,126917,2,1,0,5152,1,1,0
40ATL20160MA67561623792107N,Madaffari,Angella,634,Atlanta,Female,21,82173,2,1,0,5345,0,0,1
91CHL20160TM31807535339731N,Tillema,Mauricio,671,Chapel Hill,Male,57,105586,1,0,1,15397,0,0,0
91CHL20090DL14343302722201N,Danehy,Leatrice,687,Chapel Hill,Female,39,378,2,0,1,4470,1,0,0
61BOS20100DS27467725207604N,Dicapua,Salvatore,502,Boston,Male,40,-1394,2,1,0,1864,1,0,0
61BOS20090BL45564465069422N,Brofft,Leopoldo,665,Boston,Male,26,112257,3,0,0,8516,0,0,0
91CHL20110CJ32058339568980N,Caughman,Jessia,646,Chapel Hill,Female,39,-530,2,0,0,9676,1,0,0
40ATL20120BC55921946503367N,Barrette,Camie,522,Atlanta,Female,37,172896,1,0,0,12417,0,0,0
61BOS20080SS97669564276511N,Samora,Su,676,Boston,Female,29,69538,1,1,1,17188,0,0,0
40ATL20080GD35484208313962N,Gerding,Deshawn,556,Atlanta,Male,41,144115,2,1,1,1327,1,0,0
61BOS20140BM63994109592014N,Buchwald,Monty,775,Boston,Male,34,81930,1,1,0,867,0,0,0
40ATL20150VL68582070259474N,Vaccaro,Lupe,693,Atlanta,Female,42,52448,2,0,1,13197,1,0,0
40ATL20160MS87209560782100N,Mcglinchey,Sammie,726,Atlanta,Male,44,98373,3,0,1,7513,1,0,0
91CHL20160SL25037225922097N,Shanker,Louis,660,Chapel Hill,Female,40,117016,2,1,0,1194,1,0,0
40ATL20120SC23218961826760N,Shaikh,Cameron,593,Atlanta,Male,42,73737,3,1,1,12403,0,0,1
61BOS20160PL45586957867504N,Presnar,Lili,467,Boston,Female,38,711,2,0,1,14700,1,0,0
91CHL20110LB89350179324833N,Lowing,Booker,547,Chapel Hill,Male,27,70510,1,1,0,10291,0,0,0
61BOS20120CS2376508640659N,Corrett,Shelton,601,Boston,Male,28,71471,1,0,1,10571,0,0,0
61BOS20100KF51880598420062N,Kemp,Fernando,449,Boston,Male,34,645,1,0,1,385,0,0,0
40ATL20130HL66716290705776N,Hoppe,Landon,408,Atlanta,Male,25,90832,1,0,1,12007,0,0,0
61BOS20110MR86476263977688P,Moeser,Rico,619,Boston,Male,53,-233,2,1,0,13103,1,1,0
40ATL20110NM60467508430529N,Newfield,Marlin,647,Atlanta,Male,51,80937,1,1,1,2117,0,0,0
91CHL20160WB16504684957595P,Waltermire,Bryon,719,Chapel Hill,Male,36,78714,3,1,0,16787,1,1,0
40ATL20100DC31886460367377N,Danzer,Carter,742,Atlanta,Male,33,95013,1,0,1,11835,0,0,0
61BOS20170LD1786934327870P,Lyda,Dee,631,Boston,Male,26,-574,2,1,0,14568,0,1,0
91CHL20110BC12387747811522N,Bonita,Chester,670,Chapel Hill,Male,63,0,3,1,0,2899,0,0,1
91CHL20140BG62215857235633P,Barkus,Gladis,482,Chapel Hill,Female,35,-1724,2,1,0,13211,1,1,0
40ATL20140BI74954028634843N,Balling,Inez,782,Atlanta,Female,34,83252,2,0,0,11998,1,0,0
61BOS20140EV19008821188434N,Ellerd,Vance,800,Boston,Male,35,87261,1,0,0,11884,0,0,0
61BOS20090BD8695379876150N,Begaye,Donnell,684,Boston,Male,74,179,1,1,1,10761,0,0,0
40ATL20080SS2362635685332N,Spevak,Stacia,763,Atlanta,Female,30,106987,1,1,0,7578,0,0,0
40ATL20080MH89076566550636P,Mehdi,Hai,478,Atlanta,Male,56,149439,2,1,0,18012,1,1,0
61BOS20130GA60110590172335P,Goyne,Arnulfo,581,Boston,Male,35,193,2,1,0,13179,1,1,0
61BOS20110ST58058776124749P,Salotti,Terrence,383,Boston,Male,64,739,2,1,0,15386,1,1,0
40ATL20150MN99405327805045N,Munzer,Nichelle,643,Atlanta,Female,26,105224,1,1,0,6642,0,0,1
40ATL20190GL76002163989440N,Griesi,Long,806,Atlanta,Male,46,96560,1,0,0,6942,0,0,1
40ATL20190VP99805421087209N,Vannortwick,Patricia,677,Atlanta,Female,49,123090,1,1,0,17907,0,0,1
61BOS20080ON2315855695701N,Ogwin,Noble,610,Boston,Male,26,-667,1,0,1,11917,0,0,0
40ATL20100HR7812421168095N,Hertz,Raquel,604,Atlanta,Female,55,92776,1,0,1,11247,0,0,0
61BOS20150OH43815010845479N,Overshown,Hanh,609,Boston,Female,70,-31,2,1,1,1077,1,0,0
40ATL20140PA71118205631527P,Petiet,Alvin,768,Atlanta,Male,38,128407,2,1,1,11336,1,1,0
61BOS20090PN5598824224763N,Pacitti,Nicky,647,Boston,Male,40,123050,1,1,0,15093,0,0,0
61BOS20160BC81564017757962N,Bachrach,Carman,471,Boston,Female,28,139486,1,1,0,13494,0,0,0
61BOS20120LS17029814091077P,Lejman,Shavonne,543,Boston,Female,38,-524,2,1,1,3573,1,1,0
91CHL20190WM51875636672841N,Waloven,Manuel,523,Chapel Hill,Male,36,776,2,0,1,6751,0,0,0
40ATL20110VH70030678610431N,Vixay,Hans,492,Atlanta,Male,40,113529,2,1,0,2563,1,0,0
91CHL20100NT41774115557673N,Nesbit,Tim,702,Chapel Hill,Male,36,1674,2,0,0,7546,1,0,0
40ATL20190VM58235057766848N,Vankirk,Marcellus,525,Atlanta,Male,50,139062,1,0,0,4704,0,0,1
61BOS20190SC21235472836632N,Session,Cedrick,695,Boston,Male,47,0,1,1,0,6378,0,0,1
40ATL20170BV16825197929552N,Byers,Vince,650,Atlanta,Male,42,113528,2,1,0,10217,0,0,1
61BOS20160BA21836364102735P,Boucher,Antone,695,Boston,Male,32,0,2,1,0,15458,1,1,0
61BOS20170NC56484576815400N,Nitzkowski,Concepcion,636,Boston,Female,29,86890,1,1,1,16896,0,0,0
40ATL20170HW36120630430803N,Handerson,Walker,782,Atlanta,Male,55,109089,2,0,1,4823,0,0,1
91CHL20080GK66505345452125N,Gora,Kenton,460,Chapel Hill,Male,41,95550,1,0,0,13030,0,0,0
91CHL20130LR73265231579285N,Leuty,Ryan,607,Chapel Hill,Female,27,150648,1,0,0,2962,0,0,0
61BOS20130HE52051383555550N,Haby,Eusebio,560,Boston,Male,43,133043,1,1,1,1836,0,0,0
61BOS20150SR18003555151399P,Shrake,Rufus,749,Boston,Male,36,71,2,1,1,7539,1,1,0
61BOS20130DJ17159172885004N,Detar,Josef,721,Boston,Male,57,17,2,1,1,661,1,0,0
61BOS20150GJ34063849174726N,Gentner,Judie,844,Boston,Female,42,124790,2,0,1,5602,0,0,1
40ATL20170CJ37805770435265N,Cockerill,Jill,632,Atlanta,Female,43,94371,2,1,0,807,1,0,0
91CHL20150SF32175533132598P,Skalsky,Franklyn,673,Chapel Hill,Male,32,0,3,1,1,8751,1,1,0
91CHL20110LN60267705853399N,Lanzer,Noel,721,Chapel Hill,Male,42,144762,1,1,1,16700,0,0,0
61BOS20100KR74972760287177N,Kaltved,Raleigh,575,Boston,Male,41,-641,1,0,0,8366,0,0,0
40ATL20190RS20831954794919N,Raddatz,Shira,875,Atlanta,Female,42,98510,1,0,0,645,0,0,1
61BOS20190KP73756113710480N,Koors,Phillis,663,Boston,Female,22,176,1,1,1,18722,0,0,1
61BOS20190PP33613180491735N,Plotrowski,Pete,735,Boston,Male,57,142627,2,0,1,1979,0,0,1
91CHL20190GJ19123346887951N,Gierut,Jacques,730,Chapel Hill,Male,62,117084,1,1,0,11907,0,0,1
61BOS20150DK78203134122186P,Decaen,Krysten,628,Boston,Female,23,239,2,1,0,16914,0,1,0
61BOS20190LP94116617817127N,Lenski,Paulene,785,Boston,Female,62,132992,2,1,0,17772,0,0,1
91CHL20190EI27039269371490N,Eisenbeisz,Isiah,584,Chapel Hill,Male,53,115601,1,1,0,190,0,0,1
40ATL20190PS2813137570863N,Persley,Shelia,762,Atlanta,Female,44,87103,1,1,0,11295,0,0,1
61BOS20110QD85902186622239N,Quirke,Drew,753,Boston,Male,22,111319,1,1,0,3135,0,0,0
91CHL20160BR36315626814974N,Bermudez,Raul,542,Chapel Hill,Male,39,741,2,0,1,11823,1,0,0
61BOS20190BD46358923398828N,Bloodworth,Dann,893,Boston,Female,49,264,1,0,0,16828,0,0,1
61BOS20130BL29232420028482P,Bures,Lizzie,675,Boston,Female,42,154501,2,1,0,9047,1,1,0
40ATL20120WM83623025839088N,Wienberg,Milan,529,Atlanta,Male,33,144184,1,0,0,12790,0,0,0
91CHL20130GM56633646933704N,Gaccione,Magan,654,Chapel Hill,Female,80,113923,1,1,1,16395,0,0,0
61BOS20090ME14998580762363P,Mering,Ernest,603,Boston,Male,34,205,3,1,0,6173,1,1,0
40ATL20080WS53433293795557N,Wais,Silas,671,Atlanta,Male,59,66198,1,1,1,4019,0,0,0
61BOS20140SK9183346791232N,Sjogren,Kent,677,Boston,Male,53,0,1,1,1,15049,0,0,0
61BOS20180SC26334863019348N,Sokoloski,Chong,627,Boston,Male,48,108723,1,0,1,15898,0,0,0
61BOS20120PJ32878647802779P,Pinchbeck,Jarrett,590,Boston,Male,34,88723,2,1,1,5335,1,1,0
91CHL20160FB53426812489706N,Fundora,Brice,702,Chapel Hill,Male,30,88773,1,1,1,16459,0,0,0
91CHL20080CC71361920868052P,Carlsley,Chandra,707,Chapel Hill,Female,45,799,2,1,0,16716,1,1,0
61BOS20130LT17005025755091N,Lindenfelser,Tamar,591,Boston,Female,38,236,1,0,1,6733,0,0,0
91CHL20110HB13273245261990N,Hu,Buster,573,Chapel Hill,Male,46,94033,1,1,1,2758,0,0,0
40ATL20120SC58061521552640N,Schulthess,Carman,626,Atlanta,Female,33,94104,1,1,0,5367,0,0,0
61BOS20120AH81707301863706N,Arner,Heath,530,Boston,Male,39,-676,3,0,0,9629,1,0,0
61BOS20090SL74908868533129N,Simkins,Ladawn,684,Boston,Female,28,0,2,0,0,16558,0,0,0
91CHL20140DA31843271058651P,Dandrade,April,637,Chapel Hill,Female,24,-261,2,1,0,9623,0,1,0
61BOS20100CW74304343169094N,Camaron,Walter,741,Boston,Male,59,91518,1,0,1,17320,0,0,0
61BOS20090LL90819901278092P,Lach,Loida,634,Boston,Female,28,-261,2,1,1,4599,0,1,0
91CHL20130CP68119802925246P,Corney,Paris,480,Chapel Hill,Male,32,975,2,1,0,11676,1,1,0
40ATL20160KM11562065659197N,Koczera,Macie,562,Atlanta,Female,41,72565,3,0,0,12912,1,0,0
40ATL20150GD98983878783926N,Gash,Dino,432,Atlanta,Male,43,169361,1,1,0,9052,0,0,0
91CHL20150DM16464130800497N,Duchow,Maritza,606,Chapel Hill,Female,30,61816,1,1,1,11143,0,0,0
61BOS20120BW20092741969573P,Battershell,Ward,543,Boston,Male,42,1040,2,1,1,9334,1,1,0
40ATL20180IE99130734990436N,Islam,Erin,630,Atlanta,Male,50,152715,1,1,1,5045,0,0,0
40ATL20140MR57427386362323N,Momaya,Russ,478,Atlanta,Male,34,112601,1,1,0,5297,0,0,0
61BOS20110AE92883822526885N,Ace,Estela,824,Boston,Female,71,87717,1,1,0,2131,0,0,1
40ATL20160HK20756103364604N,Hollaway,Kaleigh,460,Atlanta,Female,60,148091,1,1,0,7380,0,0,0
91CHL20190AE61941016126159N,Albarran,Erwin,837,Chapel Hill,Male,49,1070,1,1,0,14984,0,0,1
40ATL20090DM30350193045628N,Dearborn,Marylyn,601,Atlanta,Female,39,124470,1,1,1,14433,0,0,0
61BOS20150BC55230048914391N,Bercegeay,Chris,618,Boston,Female,32,473,1,1,1,6690,0,0,0
61BOS20170MS60443872726972N,Medosch,Sha,741,Boston,Female,29,0,2,1,1,13601,0,0,1
61BOS20190AW95471395124336N,Auber,Warren,525,Boston,Male,40,425,1,1,0,4466,0,0,0
61BOS20060LC27821768151660N,Lurey,Cesar,471,Boston,Male,26,1566,2,1,1,581,0,0,0
91CHL20170VW74853328941578N,Vaissiere,Warner,651,Chapel Hill,Male,44,111896,1,1,1,8996,0,0,0
61BOS20100TH93766479582526P,Tatnall,Hoyt,554,Boston,Male,31,62596,3,1,0,5733,1,1,0
61BOS20150LH85308539677561N,Lungsford,Hilario,653,Boston,Male,37,140757,1,0,1,3511,0,0,0
61BOS20140BM27761703844659P,Barthol,Miles,494,Boston,Male,32,-713,2,1,0,8402,1,1,0
61BOS20100CM30258379594118N,Calzada,Merideth,552,Boston,Female,33,93179,1,0,0,359,0,0,0
61BOS20140AH87085954418986N,Altieri,Hiram,684,Boston,Male,47,1456,1,1,0,1312,0,0,1
61BOS20160GM53872408752654N,Grissinger,Myron,712,Boston,Male,42,0,1,1,0,17721,0,0,0
91CHL20140PD25075693117014N,Pinkenburg,Darin,441,Chapel Hill,Male,68,39,2,0,0,8089,1,0,0
91CHL20150WW58013531774441N,Wickemeyer,Wonda,524,Chapel Hill,Female,22,110967,1,0,1,5022,0,0,0
91CHL20090KR89636538612871N,Khalife,Reba,536,Chapel Hill,Female,39,77,2,0,1,13983,1,0,0
